C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.AcademicExtensiveAnalysis.OLevelAnalysis\OLevelAnalysisSummary.cs(239,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(405,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(407,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(721,32): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(926,38): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1036,4): error CS0012: The type 'ISeriesTemplateContainer' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1036,4): error CS0012: The type 'IIndicatorCalculator' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1036,4): error CS0012: The type 'IXYDiagram' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1036,4): error CS0012: The type 'IDiagram' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1036,4): error CS0012: The type 'IAxisProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1038,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'IUpdateHelper' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1040,4): error CS0012: The type 'IViewportChangedNotifiable' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrBursaryInformation.cs(1042,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.DialogForms\SynchPaymentsFromOnline.cs(118,51): error CS1501: No overload for method 'FeesBalance' takes 2 arguments [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.DialogForms\SynchPaymentsFromOnline.cs(282,51): error CS1501: No overload for method 'FeesBalance' takes 2 arguments [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.DialogForms\SynchPaymentsFromOnline.cs(473,8): error CS0165: Use of unassigned local variable 'num' [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrOnlinePayments.cs(123,8): error CS0165: Use of unassigned local variable 'num' [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrOnlinePayments.cs(156,8): error CS0165: Use of unassigned local variable 'num' [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStudentList.cs(1062,92): error CS1620: Argument 4 must be passed with the 'out' keyword [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStudentList.cs(1062,120): error CS1620: Argument 5 must be passed with the 'out' keyword [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(852,4): error CS0012: The type 'ICoreReference' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(853,4): error CS0012: The type 'ISeriesTemplateContainer' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(853,4): error CS0012: The type 'IIndicatorCalculator' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(853,4): error CS0012: The type 'IXYDiagram' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(853,4): error CS0012: The type 'IDiagram' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(853,4): error CS0012: The type 'IAxisProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'ISeriesDataAdapter' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'IPointsFilterOptions' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'ILegendItem' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'ISeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'ISeriesBase' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'ISeriesPointFactory' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'IResamplingSupportSeries' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'ISeriesBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
C:\SMD_Source_Recovery\decompiled\IXtreme\I_Xtreme.NavigationForms\usrStatistics.cs(854,4): error CS0012: The type 'IBindingProvider' is defined in an assembly that is not referenced. You must add a reference to assembly 'DevExpress.Charts.v23.2.Core, Version=23.2.5.0, Culture=neutral, PublicKeyToken=b88d1754d700e49a'. [C:\SMD_Source_Recovery\decompiled\IXtreme\IXtreme.csproj]
